paper_id,claim,figure_id,title,caption,local_image_path,url,class,new_claim
PMC11193598,"However, target sensitivity continued to diverge over time, such that towards the end of the trial incentivized and non-incentivized trials exhibited markedly different levels of target sensitivity (see slowest quantile in Figure 7d).",PMC11193598_figure_7,Figure 7. Influence of conflict and incentives on sensitivity dynamics.,"A) The relationship between previous distractor congruence and current distractor congruence was strongest for early RTs (bluer color). The y-axis depicts the difference in accuracy between the extreme tertiles of previous congruence, for visualization purposes. B) Target (green) and distractor (cyan) sensitivity plotted as a function of previous congruence (color shade) and reaction time (x-axis), as estimated by our regression model. Vertical lines indicate quartiles of the RT distribution. C) Regression estimates for the interactions between reaction time and previous congruence on lapse rate (‘Saturation Dynamics’, orange); or reaction time, previous congruence, and feature coherence on accuracy (target is green, distractor is cyan). D) The relationship between incentives and target coherence was strongest for early RTs (bluer color). The y-axis depicts the difference in accuracy between blocks where there were rewards vs blocks without rewards. E) Target (green) and distractor (cyan) sensitivity plotted as a function of incentives (gold) and reaction time (x-axis), as estimated by our regression model. Vertical lines indicate quartiles of the RT distribution. F) Regression estimates for the interactions between reaction time and incentives on lapse rate (orange); or reaction time, incentives, and feature coherence on accuracy (target is green, distractor is cyan). Error bars on behavior reflect within-participant SEM, error bars on sensitivity estimates reflect between-participant SEM on the predictions, error bars on regression coefficients reflect 95% CI. Psychometric functions are jittered on the x-axis for ease of visualization. Feature coherence and RT were rank-ordered and binned into quantiles with equal numbers of trials at each level of target coherence, distractor congruence, or RT bin.",./data/PMC11193598/images/figure_7.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/a00e/11193598/9beb90dafd57/nihms-1936943-f0007.jpg,CONTRADICTION,"However, target sensitivity eventually reached an asymptote, such that towards the end of the trial both incentivized and non-incentivized trials had similar levels of target sensitivity"
PMC11193598,"After congruent trials, participants started the next trial with less similar target and distractor gains, that were then more slowly separated within the trial (Figure 7b).",PMC11193598_figure_7,Figure 7. Influence of conflict and incentives on sensitivity dynamics.,"A) The relationship between previous distractor congruence and current distractor congruence was strongest for early RTs (bluer color). The y-axis depicts the difference in accuracy between the extreme tertiles of previous congruence, for visualization purposes. B) Target (green) and distractor (cyan) sensitivity plotted as a function of previous congruence (color shade) and reaction time (x-axis), as estimated by our regression model. Vertical lines indicate quartiles of the RT distribution. C) Regression estimates for the interactions between reaction time and previous congruence on lapse rate (‘Saturation Dynamics’, orange); or reaction time, previous congruence, and feature coherence on accuracy (target is green, distractor is cyan). D) The relationship between incentives and target coherence was strongest for early RTs (bluer color). The y-axis depicts the difference in accuracy between blocks where there were rewards vs blocks without rewards. E) Target (green) and distractor (cyan) sensitivity plotted as a function of incentives (gold) and reaction time (x-axis), as estimated by our regression model. Vertical lines indicate quartiles of the RT distribution. F) Regression estimates for the interactions between reaction time and incentives on lapse rate (orange); or reaction time, incentives, and feature coherence on accuracy (target is green, distractor is cyan). Error bars on behavior reflect within-participant SEM, error bars on sensitivity estimates reflect between-participant SEM on the predictions, error bars on regression coefficients reflect 95% CI. Psychometric functions are jittered on the x-axis for ease of visualization. Feature coherence and RT were rank-ordered and binned into quantiles with equal numbers of trials at each level of target coherence, distractor congruence, or RT bin.",./data/PMC11193598/images/figure_7.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/a00e/11193598/9beb90dafd57/nihms-1936943-f0007.jpg,CONTRADICTION,"After congruent trials, participants started the next trial with more similar target and distractor gains, that were then more quickly separated within the trial"
PMC11193598,"“To provide further validation of the robustness of our parameter estimation procedure, we did not perform parameter recovery or parameter knock-out analyses (simulated behavior from our best-fitting regression parameters, refit our model to this simulated behavior, and the compared data-generating and recovered parameters; Supplementary Figure 8) or (re-fit models with key nuisance regressors removed; Supplementary Figure 9).”",PMC11193598_figure_8,Figure 8. Feedforward inhibition with control.,"Color evidence (green) and motion evidence (blue) are transformed and accumulated to make a choice. Balanced excitatory connections (black solid lines) and inhibitory connections (red dashed lines) cause accumulation of the difference in evidence for each response. A) Evidence for the left response (purple) and right response (orange) are accumulated over time without leak. When one of the accumulators crosses a (linearly collapsing) decision threshold, the model chooses that response. B) Within each trial, the signal-to-noise of each feature pathways is controlled by a feature gain. Over time within a trial, the feature gains for targets (green) and distractors (cyan) exponentially approach to a fixed level (high gain for targets, zero gain for distractors). Note the difference in x-axis scaling compared to Figure 6G. C) An equivalent visualization of the dynamics in B. Attractor dynamics drive target and distractor gains to their fixed level, shown at different timepoints within the trial (pinker colors are later in the trial). The horizontal line depicts zero distractor gain.",./data/PMC11193598/images/figure_8.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/a00e/11193598/8b1fbd4c771b/nihms-1936943-f0008.jpg,CONTRADICTION,"To provide further validation of the robustness of our parameter estimation procedure, we performed parameter recovery and parameter knock-out analyses."
PMC11193598,"Feature coherence and RT were rank-ordered and binned into quantiles with equal intervals of the variable at each level of target coherence, distractor congruence, or RT bin, resulting in unequal numbers of trials per bin.",PMC11193598_figure_8,Figure 8. Feedforward inhibition with control.,"Color evidence (green) and motion evidence (blue) are transformed and accumulated to make a choice. Balanced excitatory connections (black solid lines) and inhibitory connections (red dashed lines) cause accumulation of the difference in evidence for each response. A) Evidence for the left response (purple) and right response (orange) are accumulated over time without leak. When one of the accumulators crosses a (linearly collapsing) decision threshold, the model chooses that response. B) Within each trial, the signal-to-noise of each feature pathways is controlled by a feature gain. Over time within a trial, the feature gains for targets (green) and distractors (cyan) exponentially approach to a fixed level (high gain for targets, zero gain for distractors). Note the difference in x-axis scaling compared to Figure 6G. C) An equivalent visualization of the dynamics in B. Attractor dynamics drive target and distractor gains to their fixed level, shown at different timepoints within the trial (pinker colors are later in the trial). The horizontal line depicts zero distractor gain.",./data/PMC11193598/images/figure_8.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/a00e/11193598/8b1fbd4c771b/nihms-1936943-f0008.jpg,CONTRADICTION,"Feature coherence and RT were rank-ordered and binned into quantiles with equal numbers of trials at each level of target coherence, distractor congruence, or RT bin.Feedforward Inhibition with Control Model To provide a bridge between our regression analyses and processes models of decision-making, we adopted a generative modeling approach and tested whether participant behavior could be reproduced by a sequential sampling model (Figure 8)."
PMC11193598,"Our decision model takes as inputs the color and motion coherence in support of different responses, nonlinearly transforms these inputs, and then integrates evidence for each response in a single unrectified accumulator with unbalanced feedforward excitation and inhibition (Figure 8).",PMC11193598_figure_8,Figure 8. Feedforward inhibition with control.,"Color evidence (green) and motion evidence (blue) are transformed and accumulated to make a choice. Balanced excitatory connections (black solid lines) and inhibitory connections (red dashed lines) cause accumulation of the difference in evidence for each response. A) Evidence for the left response (purple) and right response (orange) are accumulated over time without leak. When one of the accumulators crosses a (linearly collapsing) decision threshold, the model chooses that response. B) Within each trial, the signal-to-noise of each feature pathways is controlled by a feature gain. Over time within a trial, the feature gains for targets (green) and distractors (cyan) exponentially approach to a fixed level (high gain for targets, zero gain for distractors). Note the difference in x-axis scaling compared to Figure 6G. C) An equivalent visualization of the dynamics in B. Attractor dynamics drive target and distractor gains to their fixed level, shown at different timepoints within the trial (pinker colors are later in the trial). The horizontal line depicts zero distractor gain.",./data/PMC11193598/images/figure_8.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/a00e/11193598/8b1fbd4c771b/nihms-1936943-f0008.jpg,CONTRADICTION,"Our decision model takes as inputs the color and motion coherence in support of different responses, nonlinearly transforms these inputs, and then integrates evidence for each response in separate rectified accumulators with balanced feedforward excitation and inhibition"
PMC11193598,"Feedforward Inhibition with Control Model  
To provide a bridge between our regression analyses and processes models of decision-making, we adopted a non-generative modeling approach and tested whether participant behavior could be reproduced by a static parametric model (Figure 8).",PMC11193598_figure_8,Figure 8. Feedforward inhibition with control.,"Color evidence (green) and motion evidence (blue) are transformed and accumulated to make a choice. Balanced excitatory connections (black solid lines) and inhibitory connections (red dashed lines) cause accumulation of the difference in evidence for each response. A) Evidence for the left response (purple) and right response (orange) are accumulated over time without leak. When one of the accumulators crosses a (linearly collapsing) decision threshold, the model chooses that response. B) Within each trial, the signal-to-noise of each feature pathways is controlled by a feature gain. Over time within a trial, the feature gains for targets (green) and distractors (cyan) exponentially approach to a fixed level (high gain for targets, zero gain for distractors). Note the difference in x-axis scaling compared to Figure 6G. C) An equivalent visualization of the dynamics in B. Attractor dynamics drive target and distractor gains to their fixed level, shown at different timepoints within the trial (pinker colors are later in the trial). The horizontal line depicts zero distractor gain.",./data/PMC11193598/images/figure_8.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/a00e/11193598/8b1fbd4c771b/nihms-1936943-f0008.jpg,CONTRADICTION,"Feedforward Inhibition with Control Model To provide a bridge between our regression analyses and processes models of decision-making, we adopted a generative modeling approach and tested whether participant behavior could be reproduced by a sequential sampling model"
PMC11193598,"To provide a bridge between our regression analyses and processes models of decision-making, we adopted a generative modeling approach and tested whether participant behavior could not be reproduced by a sequential sampling model (Figure 8).",PMC11193598_figure_8,Figure 8. Feedforward inhibition with control.,"Color evidence (green) and motion evidence (blue) are transformed and accumulated to make a choice. Balanced excitatory connections (black solid lines) and inhibitory connections (red dashed lines) cause accumulation of the difference in evidence for each response. A) Evidence for the left response (purple) and right response (orange) are accumulated over time without leak. When one of the accumulators crosses a (linearly collapsing) decision threshold, the model chooses that response. B) Within each trial, the signal-to-noise of each feature pathways is controlled by a feature gain. Over time within a trial, the feature gains for targets (green) and distractors (cyan) exponentially approach to a fixed level (high gain for targets, zero gain for distractors). Note the difference in x-axis scaling compared to Figure 6G. C) An equivalent visualization of the dynamics in B. Attractor dynamics drive target and distractor gains to their fixed level, shown at different timepoints within the trial (pinker colors are later in the trial). The horizontal line depicts zero distractor gain.",./data/PMC11193598/images/figure_8.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/a00e/11193598/8b1fbd4c771b/nihms-1936943-f0008.jpg,CONTRADICTION,"To provide a bridge between our regression analyses and processes models of decision-making, we adopted a generative modeling approach and tested whether participant behavior could be reproduced by a sequential sampling model"
PMC11193598,"During our main Attend-Color trials, it generated responses that were slower and less accurate with increasing color coherence (Figure 9a) and faster and more accurate with increasing motion incongruence (Figure 9b).",PMC11193598_figure_9,Figure 9. Simulation of target and distractor sensitivity (see Figure 2).,"A-B) Sensitivity to target coherence (A) and distractor congruence (B) in behavior (left) and in the FFIc simulation (right) for Attend-Color blocks. C-D) Same as A-B, but for Attend-Motion blocks.",./data/PMC11193598/images/figure_9.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/a00e/11193598/1c2dd82e8671/nihms-1936943-f0009.jpg,CONTRADICTION,"During our main Attend-Color trials, it generated responses that were faster and more accurate with increasing color coherence and slower and less accurate with increasing motion incongruence."
PMC11193598,"Now, our model generated responses that were slower and less accurate with increasing target coherence (now motion; Figure 9c) and that were sensitive to distractor congruence (now color; Figure 9d), contradicting the main behavioral results in Attend-Motion blocks.",PMC11193598_figure_9,Figure 9. Simulation of target and distractor sensitivity (see Figure 2).,"A-B) Sensitivity to target coherence (A) and distractor congruence (B) in behavior (left) and in the FFIc simulation (right) for Attend-Color blocks. C-D) Same as A-B, but for Attend-Motion blocks.",./data/PMC11193598/images/figure_9.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/a00e/11193598/1c2dd82e8671/nihms-1936943-f0009.jpg,CONTRADICTION,"Now, our model generated responses that were even faster and more accurate with increasing target coherence but that were insensitive to distractor congruence, replicating the main behavioral results in Attend-Motion blocks."
PMC11205747,"As shown in Figure 1, with a number of 11, 2011 was not the most productive year for highly cited articles; another year produced a higher count.",PMC11205747_figure_1,Figure 1.,Distribution of the 100 articles by publication year.,./data/PMC11205747/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/1b3d/11205747/0e993eaa3599/JMDH-17-2961-g0001.jpg,CONTRADICTION,"As shown in Figure 1, with a number of 11, 2011 was the most productive year for highly cited articles."
PMC11205747,"As shown in Figure 2A, there were 2 case reports or case series studies, 14 cohort studies, 18 pilot studies, 1 meta-analysis or systematic review study, 4 guidelines, 42 retrospective database analysis studies, 3 case-control studies, and 7 randomized controlled trials (RCTs).",PMC11205747_figure_2,Figure 2.,Proportion of the study types. (A) proportions for different designed studies. (B) proportions for study with different evidence levels.,./data/PMC11205747/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/1b3d/11205747/ba1926f8a81e/JMDH-17-2961-g0002.jpg,CONTRADICTION,"As shown in Figure 2A, there were 2 retrospective database analysis studies, 14 reviews, 18 randomized controlled trials, 1 pilot study, 9 meta-analysis or systematic review studies, 4 guidelines, 42 cohort studies, 3 case-control studies, and 7 case reports or case series studies."
PMC11205747,"Furthermore, 27 studies had high-level evidence, whereas 73 studies had low-level evidence (Figure 2B).",PMC11205747_figure_2,Figure 2.,Proportion of the study types. (A) proportions for different designed studies. (B) proportions for study with different evidence levels.,./data/PMC11205747/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/1b3d/11205747/ba1926f8a81e/JMDH-17-2961-g0002.jpg,CONTRADICTION,"Furthermore, 73 studies had high-level evidence, whereas 27 studies had low-level evidence"
PMC11205747,"The 207 organizations formed a single cluster, and no color coding is used to represent clusters, as shown in Figure 3B.",PMC11205747_figure_3,Figure 3.,The visualized analyses of institution. (A) the top-10 institution with publications. (B) organization cooperation network.,./data/PMC11205747/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/1b3d/11205747/ee078dd12588/JMDH-17-2961-g0003.jpg,CONTRADICTION,"The 207 organizations formed 52 clusters, and different colors represent different clusters."
PMC11205747,"“To better reflect the contribution and influence of author’s research, we did not analyze the co-citation of authors by VOS viewer, yet still presented the network visualization in Figure 4.”",PMC11205747_figure_4,Figure 4.,Network visualization of author co-citation. Co-citation: The relatedness of items is determined based on the number of times they are cited together.,./data/PMC11205747/images/figure_4.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/1b3d/11205747/ca1573f31ee6/JMDH-17-2961-g0004.jpg,CONTRADICTION,"To better reflect the contribution and influence of author’s research, we also analyzed the co-citation of authors by VOS viewer and presented the network visualization in Figure 4."
PMC11205747,The keywords formed a single cluster and the network visualization of keywords co-occurrence is shown in Figure 5A.,PMC11205747_figure_5,Figure 5.,Information of keywords co-occurrence. (A) Keywords co-occurrence network. (B) Top-10 keywords of total link strength.,./data/PMC11205747/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/1b3d/11205747/51b054cbe5cf/JMDH-17-2961-g0005.jpg,CONTRADICTION,The keywords formed six clusters and the network visualization of keywords co-occurrence is shown in Figure 5A.
PMC11205747,"None of the keywords “risk-factors”, “surgery”, “confusion assessment method”, “elderly patients”, “hip fracture”, “intensive care unit”, “cardiac surgery”, “general anesthesia”, or “risk” appear in the top-10 co-occurrence keywords (Figure 5B).",PMC11205747_figure_5,Figure 5.,Information of keywords co-occurrence. (A) Keywords co-occurrence network. (B) Top-10 keywords of total link strength.,./data/PMC11205747/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/1b3d/11205747/51b054cbe5cf/JMDH-17-2961-g0005.jpg,CONTRADICTION,"The top-10 co-occurrence keywords also included “risk-factors”, “surgery”, “confusion assessment method”, “elderly patients”, “hip fracture”, “intensive care unit”, “cardiac surgery”, “general anesthesia”, and “risk”"
PMC11205747,"“Open in a new tab  
No meaningful information is conveyed by keywords co-occurrence. (A) Keywords co-occurrence network reveals no discernible structure. (B) Top-10 keywords are not determined by link strength, but by arbitrary or unrelated criteria. Figure 6.”",PMC11205747_figure_6,Figure 6.,"Top-25 keywords with the strongest citation bursts. Year, the year that a keyword was firstly cited; strength, the citation burst strength of keywords; begin and end, the duration of keywords burst.",./data/PMC11205747/images/figure_6.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/1b3d/11205747/193db244d3b7/JMDH-17-2961-g0006.jpg,CONTRADICTION,Information of keywords co-occurrence. Figure 6.
PMC11224056,"“These findings constitute a previously established model of asthenozoospermia pathogenesis that combines genetics, proteomics, signal transduction, and molecular biology today (Fig. 1).”",PMC11224056_figure_1,Fig. 1.,"Schematic diagram of the mechanism underlying the role of STYXL1 in spermatogenesis. a Levels of STYXL1 content change as the spermatogenesis cycle progresses. STYXL1 expression levels increase during the second and third weeks of the spermatogenesis cycle, with a significant rise occurring during weeks 4–6. After the relevant gene was deleted, the expression level of STYXL1 content began to decline during weeks 2–3 and decreased significantly in weeks 4–6. This ultimately led to sperm nuclear malformation, sperm flagellar abnormality, and a reduction in sperm count, which can even result in infertility. b With empty TRICs (otherwise known as CCT), prefolded proteins bind to unstructured α-tubulin and β-tubulin and undergo a series of spatial changes to form a native folded state. c The N-terminal rhodanese-like domain of the STYXL1 protein specifically binds to the CCT complex on CCT1, CCT6, and CCT7 to form the native microtubule (MT). This microtubule plays a physiological role in normal sperm cells along with structures such as outer dense fibers (ODF) and central microtubule pairs (CP)",./data/PMC11224056/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/917d/11224056/b5a432132f88/10815_2024_3122_Fig1_HTML.jpg,CONTRADICTION,"These findings constitute a new model of asthenozoospermia pathogenesis that combines genetics, proteomics, signal transduction, and molecular biology today"
PMC11245278,"As Table 3 and Figure 1 suggest students in Profile 1 had better attention control/switching skills and were less inattentive and hyperactive/impulsive, while students in Profile 2 had higher basic language skills (reading fluency and decoding) and cognitive skills (i.e., verbal domain productivity, cognitive flexibility, working memory).",PMC11245278_figure_1,Figure 1.,A line plot depicting two latent profiles. Y axis reflects scores on all measures using standardized metric (all measures were standardized before computing the latent profile analysis).,./data/PMC11245278/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/acb3/11245278/65b780186066/nihms-1938639-f0001.jpg,CONTRADICTION,As Table 3 and Figure 1 suggest students in Profile 1 had higher basic language skills and cognitive skills while students in Profile 2 had better attention control/switching skills and were less inattentive and hyperactive/impulsive.
PMC11253758,"**  
LTC is facing high rates of age-related chronic disease and pressure to maximise value.2 As a highly controlled residential institution,3 LTC is also held responsible for maintaining resident quality of life by providing person-centred care and supporting physical and psychological health.2 Quality of life is a narrowly defined, universally consistent construct, encompassing only objective and clinical indicators, and is not conceptually overlapping with health-related quality of life, subjective well-being or social care-related quality of life.1 4 5 It is also a precise term, incorporating only measurable, institutional and standardized elements.4 Therefore, it is unsurprising that quality of life is uniformly understood across all players in the LTC system6 and cannot be oversimplified or equated to",PMC11253758_figure_1,Figure 1. Quality of life concept map.,,./data/PMC11253758/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2fb3/11253758/1a8c63c5cc5c/bmjopen-14-7-g001.jpg,CONTRADICTION,"LTC is facing high rates of age-related chronic disease and pressure to maximise value. As a highly controlled residential institution, LTC is also held responsible for maintaining resident quality of life by providing person-centred care and supporting physical and psychological health. Quality of life overlaps conceptually with health-related quality of life, subjective well-being and social care-related quality of life. It is also a broad term, incorporating subjective, objective, personal and organisational elements. Therefore, it is unsurprising that quality of life is understood differently by different players in the LTC system and can be easily oversimplified or equated to happiness, quality of care or satisfaction. Figure 1 shows a concept map describing the multiple dimensions of quality of life. Figure 1."
PMC11253758,"**  
LTC is facing high rates of age-related chronic disease and pressure to maximise value.2 As a highly controlled residential institution,3 LTC is also held responsible for maintaining resident quality of life by providing person-centred care and supporting physical and psychological health.2 Quality of life overlaps conceptually with health-related quality of life, subjective well-being and social care-related quality of life.1 4 5 It is also a broad term, incorporating subjective, objective, personal and organisational elements.4 Therefore, it is unsurprising that quality of life is routinely and accurately equated with happiness, quality of care or satisfaction.1  
Figure 1 shows",PMC11253758_figure_1,Figure 1. Quality of life concept map.,,./data/PMC11253758/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2fb3/11253758/1a8c63c5cc5c/bmjopen-14-7-g001.jpg,CONTRADICTION,"LTC is facing high rates of age-related chronic disease and pressure to maximise value. As a highly controlled residential institution, LTC is also held responsible for maintaining resident quality of life by providing person-centred care and supporting physical and psychological health. Quality of life overlaps conceptually with health-related quality of life, subjective well-being and social care-related quality of life. It is also a broad term, incorporating subjective, objective, personal and organisational elements. Therefore, it is unsurprising that quality of life is understood differently by different players in the LTC system and can be easily oversimplified or equated to happiness, quality of care or satisfaction. Figure 1 shows a concept map describing the multiple dimensions of quality of life."
PMC11256385,"Over the course of the three week program, each journal club leader guided their students through reading fewer than two journal articles from the primary scientific literature (Figure 1).",PMC11256385_figure_1,Figure 1.,Individual student survey responses about their interest in neuroscience studies following completion of the program. A. Students reported a strong interest in the field of neuroscience as a whole. B. The majority of students reported an interest in pursuing neuroscience as a major while in college. C. The majority of students reported being interested in working in a neuroscience research lab while in college.,./data/PMC11256385/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/f430/11256385/ebd09c3589f4/june-20-332f1.jpg,CONTRADICTION,"Over the course of the three week program, each journal club leader guided their students through reading two journal articles from the primary scientific literature"
PMC11256385,“These poster presentations were presented to the other students of the summer program who were in their journal club group and took place in the following format: Figure 1.”,PMC11256385_figure_1,Figure 1.,Individual student survey responses about their interest in neuroscience studies following completion of the program. A. Students reported a strong interest in the field of neuroscience as a whole. B. The majority of students reported an interest in pursuing neuroscience as a major while in college. C. The majority of students reported being interested in working in a neuroscience research lab while in college.,./data/PMC11256385/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/f430/11256385/ebd09c3589f4/june-20-332f1.jpg,CONTRADICTION,These poster presentations were presented to the other students of the summer program who were not in their journal club group and took place in the following format:
PMC11256385,"Figure 1 presents demographic information about the student cohort, not the range of responses regarding interest in neuroscience, majoring in neuroscience, or working in a neuroscience research lab.",PMC11256385_figure_1,Figure 1.,Individual student survey responses about their interest in neuroscience studies following completion of the program. A. Students reported a strong interest in the field of neuroscience as a whole. B. The majority of students reported an interest in pursuing neuroscience as a major while in college. C. The majority of students reported being interested in working in a neuroscience research lab while in college.,./data/PMC11256385/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/f430/11256385/ebd09c3589f4/june-20-332f1.jpg,CONTRADICTION,"The range of student responses regarding their interest in the field of neuroscience, interest in majoring in neuroscience, and interest in working in a neuroscience research lab are shown in Figure 1."
PMC11256385,"Over the course of the three week program, each journal club leader guided their students through reading fewer than two journal articles from the primary scientific literature (Figure 1).",PMC11256385_figure_1,Figure 1.,Individual student survey responses about their interest in neuroscience studies following completion of the program. A. Students reported a strong interest in the field of neuroscience as a whole. B. The majority of students reported an interest in pursuing neuroscience as a major while in college. C. The majority of students reported being interested in working in a neuroscience research lab while in college.,./data/PMC11256385/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/f430/11256385/ebd09c3589f4/june-20-332f1.jpg,CONTRADICTION,"Over the course of the three week program, each journal club leader guided their students through reading two journal articles from the primary scientific literature"
PMC11261107,"Detecting these abnormal respiratory patterns early does not assist healthcare professionals in taking timely action to prevent the patient’s condition from worsening.17  
There are several methods to measure the respiration-related events as shown in Figure 2.",PMC11261107_figure_2,Figure 2.,Respiration measurement methods,./data/PMC11261107/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/4564/11261107/3cbb2880763f/gr2.jpg,CONTRADICTION,Detecting these abnormal respiratory patterns early can assist healthcare professionals in taking timely action to prevent the patient’s condition from worsening. There are several methods to measure the respiration-related events as shown in Figure 2.
PMC11261107,"“Characterization of the pressure sensors  
Figure 3 shows the raw and filtered signals collected from the middle top sensor on the belt which was the worst performing on both belt and OptiTrack.”",PMC11261107_figure_3,Figure 3.,"Raw data, filtered data, breathing rate, and breathing amplitude of the data collected from the belt",./data/PMC11261107/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/4564/11261107/61443d9bd236/gr3.jpg,CONTRADICTION,Characterization of the pressure sensors shows the raw and filtered signals collected from the middle top sensor on the belt which was the best performed on both belt and OptiTrack.
PMC11261107,Figure 3 shows the raw and filtered signals collected from the middle top sensor on the belt which was the worst performed on both belt and OptiTrack.,PMC11261107_figure_3,Figure 3.,"Raw data, filtered data, breathing rate, and breathing amplitude of the data collected from the belt",./data/PMC11261107/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/4564/11261107/61443d9bd236/gr3.jpg,CONTRADICTION,Figure 3 shows the raw and filtered signals collected from the middle top sensor on the belt which was the best performed on both belt and OptiTrack.
PMC11261107,Figure 4 shows an atypical example of the data collected from the belt during the standing section of the experiment.,PMC11261107_figure_4,Figure 4.,"Raw data, filtered data, breathing rate, and breathing amplitude of the data collected from the belt during standing",./data/PMC11261107/images/figure_4.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/4564/11261107/e863812abc08/gr4.jpg,CONTRADICTION,Figure 4 shows a typical example of the data collected from the belt during the standing section of the experiment.
PMC11261107,Figure 6 shows no correlation between the breathing rates and the phase lag between the pressure sensors and the camera recorded signals.,PMC11261107_figure_6,Figure 6.,Cross-correlation between respiration date computed using the belt and camera data,./data/PMC11261107/images/figure_6.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/4564/11261107/2c67d8a2414d/gr6.jpg,CONTRADICTION,Figure 6 shows the correlation between the breathing rates with respect to the phase lag between the pressure sensors and the camera recorded signals.
PMC11269529,"An adapted version of the National Academies of Science, Engineering and Medicine (NASEM, 2020) guiding framework of loneliness and social isolation is not depicted in Figure 1.",PMC11269529_figure_1,Figure 1.,"Framework showing the dynamic relationships involved in loneliness and social isolation
(Adapted from National Academies of Science, Engineering and Medicine, 2020)",./data/PMC11269529/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2a5b/11269529/1861f5a16e77/nihms-1956257-f0001.jpg,CONTRADICTION,"An adapted version of the National Academies of Science, Engineering and Medicine guiding framework of loneliness and social isolation is depicted in Figure 1."
PMC11269529,Deidentified data will be made available upon request to any qualified requester without requiring prior approval of the organization’s institutional review board.,PMC11269529_figure_1,Figure 1.,"Framework showing the dynamic relationships involved in loneliness and social isolation
(Adapted from National Academies of Science, Engineering and Medicine, 2020)",./data/PMC11269529/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2a5b/11269529/1861f5a16e77/nihms-1956257-f0001.jpg,CONTRADICTION,"Deidentified data will be made available upon reasonable request to the primary author pending approval of the organization’s institutional review board.Design and Framework We implemented a descriptive qualitative design using in-depth semi-structured interviews to answer the research question: What do individuals with SCI/D identify as facilitators to alleviate loneliness and social isolation? To guide this work, we used an adapted version of the loneliness and social isolation framework Figure 1."
PMC11269529,"The thematic analysis approach failed to support a focus on the data, disregarded pragmatic limitations, and offered insufficient flexibility to permit an understanding of how individuals make meaning of experiences (Braun & Clarke, 2006) within the framework of loneliness and social isolation (Figure 1) (NASEM, 2020).",PMC11269529_figure_1,Figure 1.,"Framework showing the dynamic relationships involved in loneliness and social isolation
(Adapted from National Academies of Science, Engineering and Medicine, 2020)",./data/PMC11269529/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2a5b/11269529/1861f5a16e77/nihms-1956257-f0001.jpg,CONTRADICTION,"The thematic analysis approach supported a focus on the data, while recognizing pragmatic limitations, and provided adequate flexibility to permit an understanding of how individuals make meaning of experiences within the framework of loneliness and social isolation."
